study,instrument,answer_list,value,label,label_de
gip,Recruitment-18-I,1-4-wichtig,1,Überhaupt nicht wichtig,
gip,Recruitment-18-I,1-4-wichtig,2,Eher nicht wichtig,
gip,Recruitment-18-I,1-4-wichtig,3,Eher wichtig ,
gip,Recruitment-18-I,1-4-wichtig,4,Sehr wichtig,
gip,Recruitment-18-I,1-9-haeufig,1,Ich habe keinen Zugang zum Internet,
gip,Recruitment-18-I,1-9-haeufig,2,Nutze ich nie,
gip,Recruitment-18-I,1-9-haeufig,3,Weniger als einmal im Monat,
gip,Recruitment-18-I,1-9-haeufig,4,Einmal im Monat,
gip,Recruitment-18-I,1-9-haeufig,5,Mehrmals im Monat,
gip,Recruitment-18-I,1-9-haeufig,6,Einmal in der Woche,
gip,Recruitment-18-I,1-9-haeufig,7,Mehrmals in der Woche,
gip,Recruitment-18-I,1-9-haeufig,8,Täglich ,
gip,Recruitment-18-I,1-9-haeufig,9,Mehrmals täglich,
gip,Recruitment-18-I,1-2-gender,1,Männlich,
gip,Recruitment-18-I,1-2-gender,2,Weiblich,
gip,Recruitment-18-I,1-7-schulabschluss,1,Noch Schüler/-in,
gip,Recruitment-18-I,1-7-schulabschluss,2,Schule beendet ohne Abschluss,
gip,Recruitment-18-I,1-7-schulabschluss,3,Volks-/Hauptschulabschluss bzw. Polytechnische Oberschule mit Abschluss 8. oder    9. Klasse,
gip,Recruitment-18-I,1-7-schulabschluss,4,"Mittlere Reife, Realschulabschluss bzw. Polytechnische Oberschule mit Abschluss 10. Klasse",
gip,Recruitment-18-I,1-7-schulabschluss,5,Fachhochschulreife (Abschluss einer Fachoberschule etc.),
gip,Recruitment-18-I,1-7-schulabschluss,6,Abitur bzw. Erweiterte Oberschule mit Abschluss 12. Klasse (Hochschulreife),
gip,Recruitment-18-I,1-7-schulabschluss,7,"Ein anderer Schulabschluss, und zwar (bitte eintragen): [answer field]",
gip,Recruitment-18-I,1-12-profession,1,"Noch in beruflicher Ausbildung (Berufsvorbereitungsjahr, Auszubildende/-r,  Praktikant/-in, Student/-in)",
gip,Recruitment-18-I,1-12-profession,2,"Schüler/-in und besuche eine berufsorientierte Aufbau-, Fachschule o. ä.       ",
gip,Recruitment-18-I,1-12-profession,3,Keinen beruflichen Abschluss und nicht in beruflicher Ausbildung  ,
gip,Recruitment-18-I,1-12-profession,4,Beruflich-betriebliche Berufsausbildung (Lehre) abgeschlossen,
gip,Recruitment-18-I,1-12-profession,5,"Beruflich-schulische Ausbildung (Berufsfachschule, Handelsschule,           Vorbereitungsdienst für den mittleren Dienst in der öffentlichen Verwaltung)   abgeschlossen",
gip,Recruitment-18-I,1-12-profession,6,Ausbildung an einer Fachschule der DDR abgeschlossen                           ,
gip,Recruitment-18-I,1-12-profession,7,"Ausbildung an einer Fach-, Meister-, Technikerschule, Berufs- oder Fachakademie    abgeschlossen",
gip,Recruitment-18-I,1-12-profession,8,Bachelor an (Fach-)Hochschule abgeschlossen,
gip,Recruitment-18-I,1-12-profession,9,"Fachhochschulabschluss (z. B. Diplom, Master)",
gip,Recruitment-18-I,1-12-profession,10,"Universitätsabschluss (z. B. Diplom, Magister, Staatsexamen, Master)",
gip,Recruitment-18-I,1-12-profession,11,Promotion,
gip,Recruitment-18-I,1-12-profession,12,"Einen anderen beruflichen Abschluss, und zwar (bitte eintragen): [answer field]",
gip,Recruitment-18-II,1-2-ja-nein,1,Ja,
gip,Recruitment-18-II,1-2-ja-nein,2,Nein,
gip,Recruitment-18-II,1-3-respondent,1,"Ja, ich bin Frau/Herr [Vorname] [Nachname] und mein Name ist richtig geschrieben.",
gip,Recruitment-18-II,1-3-respondent,2,"Ja, ich bin Frau/Herr [Vorname] [Nachname], aber mein Name ist falsch geschrieben oder hat sich geändert.",
gip,Recruitment-18-II,1-3-respondent,3,"Nein, ich bin eine andere Person.",
gip,Recruitment-18-II,1-3-incentive,1,Überweisung auf mein Konto,
gip,Recruitment-18-II,1-3-incentive,2,Amazon Einkaufsgutschein (kann nur im Internet eingelöst werden),
gip,Recruitment-18-II,1-3-incentive,3,Spende an eine gemeinnützige Organisation,
gip,Recruitment-18-II,1-3-handy,1,Handynummer (privat): [answer field],
gip,Recruitment-18-II,1-3-handy,2,Ich habe kein Handy,
gip,Recruitment-18-II,1-3-handy,3,Ich weiß meine Handynummer nicht,
gip,Recruitment-18-II,1-3-handy,-98,Ich möchte meine Handynummer nicht sagen,
gip,Recruitment-18-II,1-3-landline,1,Festnetznummer (privat): [answer field],
gip,Recruitment-18-II,1-3-landline,2,Ich habe kein Festnetztelefon,
gip,Recruitment-18-II,1-3-landline,3,Ich weiß meine Festnetznummer nicht,
gip,Recruitment-18-II,1-3-landline,-98,Ich möchte meine Festnetznummer  nicht sagen,
gip,Recruitment-18-II,1-2-address,1,"Ja, die Adresse ist korrekt.",
gip,Recruitment-18-II,1-2-address,2,"Nein, die Adresse ist nicht korrekt.",
gip,Recruitment-18-II,1-3-geboren,1,In Deutschland,
gip,Recruitment-18-II,1-3-geboren,2,Im europäischen Ausland,
gip,Recruitment-18-II,1-3-geboren,3,Außerhalb Europas,
gip,Recruitment-18-II,1-3-geboren2,1,In Deutschland (entsprechend der Grenzen vor 1945),
gip,Recruitment-18-II,1-3-geboren2,2,Im europäischen Ausland,
gip,Recruitment-18-II,1-3-geboren2,3,Außerhalb Europas,
gip,Recruitment-18-II,1-16-bundesland,1,Baden-Württemberg,
gip,Recruitment-18-II,1-16-bundesland,2,Bayern,
gip,Recruitment-18-II,1-16-bundesland,3,Berlin,
gip,Recruitment-18-II,1-16-bundesland,4,Brandenburg,
gip,Recruitment-18-II,1-16-bundesland,5,Bremen,
gip,Recruitment-18-II,1-16-bundesland,6,Hamburg,
gip,Recruitment-18-II,1-16-bundesland,7,Hessen,
gip,Recruitment-18-II,1-16-bundesland,8,Mecklenburg-Vorpommern,
gip,Recruitment-18-II,1-16-bundesland,9,Niedersachsen,
gip,Recruitment-18-II,1-16-bundesland,10,Nordrhein-Westfalen,
gip,Recruitment-18-II,1-16-bundesland,11,Rheinland-Pfalz,
gip,Recruitment-18-II,1-16-bundesland,12,Saarland,
gip,Recruitment-18-II,1-16-bundesland,13,Sachsen,
gip,Recruitment-18-II,1-16-bundesland,14,Sachsen-Anhalt,
gip,Recruitment-18-II,1-16-bundesland,15,Schleswig-Holstein,
gip,Recruitment-18-II,1-16-bundesland,16,Thüringen,
gip,Recruitment-18-II,1-7-familienstand,1,Ledig,
gip,Recruitment-18-II,1-7-familienstand,2,Verheiratet,
